col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20
325,269,758,950,813,615,15,559,446,233,571,520,185,130,68,741,965,59,130,201
674,254,875,481,451,474,971,909,748,591,501,258,960,754,934,918,315,878,67,282
472,958,324,477,148,747,938,975,729,661,870,575,523,504,213,903,607,639,545,454
743,287,361,932,816,521,501,543,858,98,451,533,617,212,917,994,300,982,540,745
206,591,505,435,728,457,142,56,726,744,607,922,998,838,368,165,923,89,712,959
819,338,28,590,841,464,694,249,960,140,37,198,625,536,516,827,123,819,388,496
670,706,372,130,339,669,661,32,969,821,517,130,255,714,997,905,362,742,706,914
13,0,682,933,632,310,133,439,414,422,43,301,463,493,953,396,273,100,693,795
961,733,930,737,50,75,165,360,880,106,49,840,160,713,339,824,237,473,746,683
197,739,88,307,677,578,672,689,855,508,499,993,501,371,303,360,702,742,799,627
192,67,353,229,101,662,434,945,580,318,749,452,568,452,410,826,734,925,318,583
630,915,20,970,322,321,738,344,774,668,726,807,666,390,526,657,649,11,341,42
400,751,515,609,312,430,537,864,634,985,178,686,52,122,282,379,442,988,211,425
674,219,714,270,972,622,690,938,331,302,737,850,310,12,48,664,79,877,978,794
215,677,728,43,595,645,372,312,499,673,492,529,83,129,107,651,476,377,255,700
239,281,594,505,288,482,65,141,287,608,166,752,607,13,83,724,972,249,537,575
950,117,912,468,506,269,729,563,581,361,940,945,297,155,611,760,328,319,735,370
581,178,42,889,654,732,570,666,213,237,671,952,162,792,923,379,342,783,864,25
93,553,513,7,666,679,844,532,634,339,344,571,704,936,282,867,196,350,804,975
420,955,278,0,484,942,43,753,411,784,153,65,682,43,148,701,143,411,437,350
503,933,492,606,68,42,961,173,475,751,335,709,103,909,313,13,367,17,659,96
807,553,842,512,745,53,570,237,745,92,894,431,56,81,311,899,993,997,880,598
509,130,278,455,536,896,129,435,228,183,742,630,623,466,729,861,589,152,201,592
499,909,335,942,421,4,84,972,427,530,614,910,530,338,823,367,744,92,479,993
682,359,308,13,761,186,204,214,53,662,33,592,832,74,118,172,621,758,695,32
318,866,506,174,441,547,69,766,972,847,911,404,262,881,559,482,970,285,283,676
570,28,325,838,187,404,725,738,306,773,92,544,442,465,259,228,90,66,11,744
568,859,461,408,806,684,4,4,888,854,976,30,930,700,424,350,847,543,764,116
577,912,185,178,218,329,620,270,667,367,210,282,214,360,557,867,338,465,233,24
573,95,149,727,309,858,748,233,198,739,983,332,20,221,120,36,139,837,742,569
670,896,242,269,427,687,124,551,484,434,410,63,588,830,443,366,7,360,760,719
819,722,582,159,445,606,616,851,234,45,494,253,86,755,264,886,449,625,958,152
871,848,921,609,358,94,886,241,108,391,747,619,645,996,680,649,3,160,742,223
70,606,415,277,648,496,55,692,568,955,496,284,861,161,746,190,789,428,829,542
886,697,304,372,981,188,233,805,688,667,339,797,541,42,482,643,845,826,322,380
66,681,85,278,719,565,232,369,224,703,258,648,0,359,254,968,163,836,275,278
511,762,645,113,460,180,350,857,481,185,353,202,293,290,693,116,69,182,670,688
432,406,448,108,985,849,845,248,749,931,435,388,137,685,988,419,641,423,947,300
258,475,243,158,432,541,18,458,39,45,291,570,874,342,931,580,357,549,36,439
545,53,110,265,285,688,903,976,253,288,160,408,513,509,55,837,528,157,11,539
932,483,552,314,943,691,491,266,408,552,657,245,755,830,951,482,633,520,126,463
971,489,225,180,970,204,618,746,738,667,706,325,158,52,808,10,58,937,26,627
887,104,197,270,157,721,793,372,481,804,127,880,188,91,328,57,0,706,962,698
572,253,382,162,869,194,146,961,289,567,794,981,959,990,470,824,801,529,793,531
185,717,867,251,708,788,213,375,794,959,550,451,588,324,710,538,656,965,571,384
527,543,210,752,993,545,431,521,841,522,298,393,462,266,782,37,578,676,141,818
575,849,292,554,170,108,351,841,871,861,453,5,467,731,93,521,996,808,676,363
198,556,175,870,541,427,118,82,684,523,581,134,587,656,80,634,71,969,789,544
80,204,393,388,834,25,580,918,42,635,858,222,295,42,766,323,924,441,544,589
79,319,854,832,68,90,770,485,125,948,589,326,334,104,918,225,477,542,178,237
426,223,331,832,634,499,738,700,448,906,415,324,656,949,821,634,653,881,557,424
808,628,644,838,941,88,686,213,862,239,260,726,595,384,23,551,681,448,386,716
50,467,832,593,470,305,769,934,399,271,206,400,257,70,502,22,96,643,530,366
978,88,587,83,521,15,75,452,228,16,582,537,170,15,241,95,219,442,706,375
729,789,12,221,892,943,605,414,911,115,795,198,262,188,332,703,831,599,172,814
126,653,928,92,223,414,950,912,185,793,216,91,949,297,202,349,922,644,172,575
577,541,602,269,589,653,861,887,827,96,302,1,102,597,518,343,450,316,864,297
960,25,436,234,58,145,867,984,434,486,741,887,823,754,799,408,748,204,159,32
893,858,520,596,929,369,757,882,815,90,677,233,851,391,625,955,464,676,73,386
536,448,351,388,1,368,816,935,722,200,498,614,583,749,76,351,357,654,868,451
115,408,32,961,989,365,630,349,82,656,887,835,586,842,772,162,79,504,602,173
109,376,895,240,168,693,82,209,543,988,639,252,317,315,657,949,68,258,805,512
7,738,16,769,187,421,732,511,984,158,161,308,427,825,209,259,463,968,752,788
279,523,458,657,889,385,573,380,751,631,393,945,822,111,948,191,27,454,190,10
213,618,540,43,49,295,158,483,918,446,810,794,902,335,356,477,346,822,569,453
868,624,947,2,155,668,434,521,430,202,328,904,185,594,958,31,418,936,232,736
851,173,806,937,612,536,155,700,711,81,184,514,663,262,751,118,659,675,970,318
892,121,305,809,720,509,653,548,72,499,703,698,759,201,727,338,232,453,785,444
272,638,175,319,621,164,194,831,242,347,621,65,359,221,667,890,65,491,738,273
258,300,270,403,652,433,833,277,602,173,584,583,49,674,353,908,161,144,707,824
759,443,537,436,959,561,20,382,325,723,533,605,651,616,146,385,112,975,493,696
56,739,852,22,166,690,420,945,294,856,627,995,355,685,912,799,434,700,365,748
230,21,815,77,592,281,646,294,48,581,969,477,209,431,248,193,784,71,904,916
833,443,467,520,288,902,581,496,878,558,597,193,309,277,767,940,853,345,947,576
404,575,177,530,191,918,816,903,641,938,315,655,466,812,106,244,139,885,817,359
898,196,672,956,933,748,611,613,532,491,225,829,188,506,775,124,907,190,608,22
8,519,381,3,6,735,7,156,226,313,377,271,356,30,735,453,159,105,368,813
786,439,181,11,697,876,905,867,465,932,808,209,300,976,65,963,200,815,349,738
583,178,90,888,943,550,219,488,136,614,319,381,506,288,468,683,422,495,90,92
652,282,325,300,608,326,918,947,562,200,300,155,41,453,952,759,109,32,656,635
759,493,291,299,255,56,833,51,710,435,999,329,132,637,340,70,85,299,334,245
814,610,485,275,758,263,353,464,21,848,263,524,705,775,762,986,397,45,417,488
44,348,506,918,305,830,613,493,386,843,808,384,506,908,440,368,835,716,286,511
220,315,747,168,453,762,168,414,782,614,65,665,380,569,505,782,387,882,965,617
245,525,60,485,73,549,955,517,947,414,85,585,261,968,846,728,865,135,799,132
864,352,37,493,701,910,578,769,351,471,387,826,277,75,843,119,735,992,798,703
622,7,122,972,297,588,516,364,220,672,589,702,629,891,559,292,623,450,682,809
940,795,691,32,301,911,873,278,693,460,887,465,282,955,125,902,790,474,677,2
440,601,668,795,597,831,920,322,924,829,992,480,271,945,951,186,531,615,529,751
679,785,599,693,200,557,504,668,342,259,524,408,437,207,113,18,17,541,786,69
347,298,485,644,482,468,873,39,695,889,931,568,536,672,749,547,113,800,403,866
593,156,72,997,777,6,162,240,942,679,133,541,453,187,677,795,417,634,242,965
725,974,782,650,750,768,733,953,743,707,145,340,261,672,573,295,898,745,16,943
369,257,3,813,436,30,899,988,670,736,935,197,62,382,855,36,789,883,529,264
876,668,980,190,351,121,664,78,428,914,301,590,73,307,355,588,272,422,42,133
93,690,678,842,149,122,153,551,500,432,539,848,961,47,177,181,263,901,221,771
788,224,711,820,490,569,283,116,694,926,673,337,752,869,667,430,213,209,466,23
118,353,394,484,607,265,422,221,992,951,336,80,834,293,593,607,869,820,381,269
199,419,465,52,322,149,212,346,315,575,665,712,98,849,274,626,50,982,494,929
377,250,283,375,587,789,755,805,844,385,942,280,431,351,582,140,391,516,373,206
192,969,961,575,474,882,218,21,964,657,500,651,689,615,205,29,217,60,746,458
997,33,725,53,10,860,741,302,623,962,132,963,222,240,541,695,595,639,250,766
457,403,288,115,383,238,602,19,513,399,203,370,776,822,197,906,901,715,114,528
884,253,263,536,399,896,934,627,840,117,770,521,462,511,640,580,999,706,954,739
27,755,957,307,826,424,816,651,914,968,335,638,392,262,422,777,190,293,208,674
848,46,974,436,356,822,55,857,476,554,26,221,800,666,210,304,740,906,301,265
658,957,991,610,353,895,23,478,789,317,809,792,491,8,785,792,744,253,415,954
426,929,851,464,575,47,583,284,161,477,421,77,229,498,395,603,194,687,825,36
421,297,801,929,166,271,109,949,911,389,988,649,578,747,776,355,211,484,396,513
745,550,854,768,960,221,896,981,232,5,617,964,809,21,270,782,349,152,110,543
725,703,956,442,224,755,249,688,341,889,591,41,756,391,390,383,108,318,575,497
226,483,937,992,996,575,521,494,387,674,914,962,138,374,611,946,555,794,685,550
645,801,37,951,997,139,846,258,221,682,889,332,196,845,126,355,132,622,421,687
82,128,989,956,244,102,706,930,883,513,15,218,591,52,790,448,651,206,127,507
373,832,887,41,673,26,977,755,901,877,59,851,947,652,133,745,865,351,815,780
606,171,536,578,748,566,168,333,259,701,8,403,369,590,565,997,968,284,886,503
783,130,747,290,143,537,108,414,45,866,21,216,658,132,908,158,648,646,152,218
189,510,334,617,335,375,443,988,4,122,10,325,149,847,353,149,967,65,680,825
977,89,360,844,821,59,554,803,727,398,686,256,80,473,492,722,661,161,877,129
870,107,162,712,873,376,836,507,35,104,848,780,207,954,114,227,780,995,769,747
517,328,920,552,861,978,444,574,115,919,43,139,96,508,880,664,66,516,661,340
589,379,311,22,418,508,477,715,41,898,310,532,969,422,168,500,278,515,670,101
984,692,498,150,509,362,793,724,197,10,774,916,872,290,667,575,290,342,965,692
961,29,540,471,840,979,107,570,964,621,635,734,495,962,234,365,466,444,78,340
958,466,294,588,290,482,427,853,391,166,441,943,841,158,814,172,614,8,997,3
31,558,737,908,13,599,2,974,241,520,814,929,530,528,910,889,346,532,59,667
393,239,828,490,854,380,662,659,522,625,553,597,545,558,905,946,64,266,705,569
867,77,315,148,582,351,566,430,826,61,755,351,32,161,530,430,547,315,454,371
839,416,539,619,231,344,186,992,538,9,777,609,275,484,868,201,378,509,105,514
432,34,930,996,873,93,575,796,581,110,127,609,234,306,691,172,742,607,132,247
46,95,205,206,96,753,2,476,602,542,814,822,625,587,881,691,441,206,698,472
979,343,16,847,770,133,840,979,489,241,428,632,440,757,312,613,965,501,128,719
871,32,406,720,615,181,442,897,453,584,215,420,760,164,694,695,165,456,996,834
916,755,697,890,549,14,949,829,658,199,945,520,639,608,674,773,879,953,723,392
225,713,68,630,296,856,483,367,83,7,848,513,31,795,804,130,359,631,248,274
446,156,306,954,493,323,597,176,659,41,454,251,470,204,70,830,442,63,496,588
37,574,386,129,955,619,246,763,182,929,277,929,534,545,874,566,335,619,935,980
4,702,343,37,360,766,823,931,748,716,983,926,547,9,381,842,553,317,927,63
796,717,988,733,36,869,580,494,339,570,397,24,489,486,352,552,779,65,985,610
582,602,723,280,517,932,663,988,686,790,659,871,422,477,595,222,536,954,853,477
305,790,948,699,256,613,532,975,301,802,256,757,103,603,104,522,684,163,412,610
749,355,248,623,418,55,960,989,202,444,248,97,568,358,124,473,6,640,566,441
436,663,436,531,383,919,936,391,128,443,164,401,258,975,100,262,487,435,888,468
916,887,926,879,759,261,17,271,899,915,137,249,261,79,922,137,22,225,0,553
983,640,302,919,818,783,41,261,568,277,679,357,926,449,251,757,157,197,298,328
639,83,696,877,930,335,560,775,215,785,307,14,94,884,358,190,504,913,936,81
472,785,676,213,316,908,341,590,81,782,846,349,315,797,804,406,116,382,790,98
309,387,658,88,92,326,858,217,190,218,965,628,888,43,909,168,122,513,626,362
934,600,530,880,245,942,115,650,289,231,760,848,345,400,592,966,403,103,217,606
644,320,63,413,15,510,339,409,889,826,241,137,615,75,146,909,242,350,731,831
961,297,698,280,216,202,713,399,879,96,305,36,972,147,132,69,223,713,990,200
751,613,185,195,15,395,254,547,146,739,983,765,170,832,261,526,704,129,719,144
608,171,734,705,134,163,154,910,270,52,230,463,735,548,197,604,874,326,566,258
11,770,24,786,692,546,615,496,572,157,550,966,476,759,840,892,978,186,929,844
199,107,181,179,571,414,266,560,392,463,51,622,892,443,989,101,449,406,765,350
587,505,927,602,451,76,145,692,765,542,820,398,265,29,909,81,608,255,417,514
958,606,951,807,670,449,771,551,441,292,44,390,147,403,3,664,407,774,514,237
268,70,608,276,187,75,673,874,430,915,762,505,192,995,85,586,136,196,456,513
179,744,193,655,13,804,892,992,476,120,965,985,826,666,777,746,708,474,406,611
22,111,901,498,824,802,754,262,659,977,921,924,708,64,254,322,250,670,302,485
384,114,251,794,824,522,894,448,383,703,799,986,567,861,437,732,470,356,581,317
474,715,745,619,577,816,37,851,467,441,245,727,436,818,47,629,631,39,596,204
567,48,211,255,737,692,128,364,432,904,43,296,453,518,642,419,859,936,968,149
300,384,358,982,854,808,722,776,892,950,967,972,4,367,65,756,367,110,657,777
846,162,962,778,21,533,927,281,997,200,579,52,435,71,975,900,262,612,787,512
824,705,675,228,571,266,447,332,792,394,381,581,196,904,789,762,490,534,736,338
413,574,328,287,611,777,247,653,454,517,311,442,680,668,630,708,58,323,223,91
194,235,126,941,785,873,612,903,276,952,371,333,960,841,465,274,936,749,747,392
608,616,25,514,383,704,878,111,930,731,635,206,69,820,360,931,914,553,95,534
874,611,49,845,734,714,631,730,670,842,479,140,71,777,845,803,516,709,728,816
799,473,553,137,514,333,788,728,375,874,606,163,159,691,812,163,420,25,405,310
935,315,806,614,591,30,656,394,92,301,307,474,722,481,699,542,883,695,701,560
796,672,673,121,518,813,832,139,205,954,281,251,698,596,608,244,462,429,660,729
977,659,628,505,494,77,102,621,261,914,165,393,168,105,769,922,446,393,36,405
700,663,423,201,817,991,480,18,998,410,327,130,53,406,351,192,672,411,897,76
778,738,482,270,83,694,527,365,13,953,61,188,53,188,941,758,178,56,241,379
56,730,662,355,614,147,253,143,729,645,889,878,322,400,289,234,509,779,447,606
482,911,955,767,324,459,823,436,249,345,311,974,825,463,566,246,277,64,276,408
964,27,554,306,910,158,205,719,237,261,189,741,705,820,451,170,503,603,308,817
733,492,751,377,888,176,679,315,426,584,519,867,573,366,491,922,394,416,731,809
923,470,117,547,443,471,564,600,200,278,158,238,911,507,979,582,88,132,442,219
155,251,768,421,492,640,18,918,650,629,441,942,668,906,618,72,471,841,329,125
514,183,370,0,402,798,189,851,178,313,436,542,341,79,626,557,454,268,284,625
806,152,737,700,904,720,896,314,814,252,547,946,903,739,37,588,211,140,821,966
967,834,202,893,302,505,229,983,397,178,852,748,623,340,576,676,958,969,706,258
805,469,126,683,130,326,535,377,546,77,584,341,999,615,429,839,653,121,524,864
908,240,354,703,303,328,389,22,108,611,774,51,872,912,497,418,1,508,162,828
671,518,718,258,278,377,353,311,762,59,692,942,799,425,579,318,30,396,828,448
635,831,654,522,438,632,523,837,15,931,909,967,177,302,800,585,950,317,633,867
538,332,239,593,26,734,528,338,615,625,280,641,255,266,50,118,951,252,122,145
234,377,751,680,483,588,384,537,788,861,168,60,175,703,195,206,366,758,903,516
557,411,75,9,299,191,602,832,847,544,622,12,633,452,874,468,7,0,622,947
1,386,500,862,288,162,687,627,904,849,748,541,296,178,698,146,362,374,951,401
403,422,959,738,268,616,580,583,586,944,865,604,837,776,90,924,909,718,507,720
78,430,885,395,514,161,794,212,778,384,324,976,458,263,481,685,185,657,375,214
943,426,22,520,2,477,63,929,423,318,494,192,520,194,605,644,483,481,75,535
147,301,296,742,806,40,421,335,677,991,967,632,534,670,745,625,148,348,826,560
57,554,610,981,19,342,224,952,83,271,85,247,327,795,617,1,147,144,475,530
851,95,231,377,848,268,760,337,508,424,748,57,589,597,636,636,230,424,437,65
172,410,934,561,252,266,789,267,90,239,175,377,930,4,850,161,557,727,929,475
248,770,595,630,502,720,43,944,949,353,979,461,126,684,72,89,653,123,692,480
267,545,665,958,22,370,979,963,53,75,27,155,383,402,739,109,929,294,719,242
51,789,228,436,653,654,463,351,958,635,734,826,616,564,619,280,907,639,559,486
790,788,552,95,187,666,230,601,508,430,192,342,5,472,192,821,193,923,371,45
130,98,166,904,458,995,90,155,504,892,514,237,905,480,607,409,734,873,195,631
178,548,383,439,618,911,390,864,160,572,392,759,906,10,690,480,626,613,64,276
985,24,701,683,509,162,96,449,864,562,149,272,275,738,696,529,883,351,310,243
418,289,841,731,624,171,832,45,707,970,599,685,333,820,768,223,903,930,184,431
3,183,984,643,616,153,760,194,325,988,289,882,88,416,237,751,845,134,632,156
182,710,175,484,379,30,774,889,79,948,941,602,320,983,511,265,560,760,485,728
290,100,153,788,655,444,580,668,132,796,133,324,446,622,823,987,2,414,525,275
827,614,363,886,375,521,787,298,477,752,722,750,662,304,24,733,359,968,566,461
626,743,197,611,743,166,173,733,392,856,465,437,417,844,884,28,986,679,778,366
22,653,835,776,480,511,977,961,669,185,384,722,122,371,956,480,826,161,119,24
331,281,640,568,278,289,852,972,527,50,738,900,715,659,857,406,972,797,627,393
958,473,322,547,428,746,311,617,552,599,864,391,624,410,963,823,147,385,355,503
823,40,198,387,912,15,572,318,780,652,228,956,780,235,705,162,891,181,926,139
21,582,640,908,780,516,955,895,600,66,159,98,894,919,48,930,248,420,533,876
951,905,958,759,692,473,93,106,354,900,647,792,910,538,768,808,260,823,410,300
841,213,692,605,355,305,972,456,707,252,523,679,49,55,388,946,641,314,789,38
988,133,720,394,896,7,564,245,580,591,654,872,701,916,141,37,170,384,684,152
596,554,817,858,795,501,635,462,248,35,174,227,622,205,662,852,551,779,990,881
156,598,459,28,730,161,210,933,289,246,162,633,762,997,830,742,222,167,940,346
205,616,161,934,686,400,864,548,100,525,605,525,176,219,113,180,314,767,762,703
485,67,324,206,780,648,128,120,451,129,368,913,718,163,768,833,273,127,601,410
493,37,604,234,821,687,412,679,80,642,172,934,691,304,236,307,610,824,856,531
950,388,859,775,880,108,782,382,213,246,629,151,738,245,146,787,796,736,731,573
100,941,708,286,133,189,43,207,89,991,201,577,869,218,954,726,390,85,201,712
225,747,785,692,453,926,547,121,37,321,902,642,136,186,465,154,617,563,210,137
350,965,355,866,681,16,916,9,624,32,52,197,785,163,368,656,237,583,144,523
109,944,442,291,833,818,241,75,101,654,442,678,803,935,515,768,982,751,920,729
687,809,19,999,798,217,953,977,232,159,892,667,897,285,760,205,908,52,968,881
400,787,610,354,686,664,259,55,61,215,564,653,983,895,407,687,365,38,923,651
895,156,33,639,473,528,680,649,907,89,650,643,965,334,130,475,674,347,183,869
276,547,473,417,250,530,32,596,284,848,672,396,695,416,791,779,138,662,263,878
522,824,387,748,228,275,416,520,86,888,914,820,891,443,497,509,984,7,650,878
580,58,963,430,45,532,478,96,488,12,204,789,158,68,273,233,109,120,813,507
768,864,715,103,119,255,857,964,64,449,266,618,154,692,363,666,39,103,235,693
969,705,526,28,858,658,111,450,684,641,565,991,968,567,453,440,147,135,2,121
730,518,370,104,454,948,466,466,81,625,678,980,495,416,821,947,561,543,915,640
457,321,454,222,561,940,790,110,257,956,336,543,153,260,477,957,15,839,203,412
358,611,178,796,675,778,876,24,71,674,141,831,586,577,988,522,113,377,394,608
764,611,580,163,297,857,303,419,193,140,748,283,681,330,647,990,430,301,119,761
610,771,434,808,786,626,213,797,956,315,884,482,91,944,666,621,526,955,209,865
982,718,882,216,323,361,61,799,292,416,399,898,313,943,632,806,259,575,947,207
197,493,421,432,648,285,137,225,726,355,884,306,990,669,59,845,975,768,300,964
725,437,477,480,936,671,921,395,524,591,770,495,652,471,156,66,297,827,751,587
129,530,519,965,40,504,103,39,297,350,39,194,103,710,96,465,839,431,847,546
772,281,157,743,258,661,363,477,884,852,951,802,878,224,254,455,122,21,365,404
575,720,130,309,989,60,604,45,649,717,947,259,919,307,497,28,757,44,534,877
856,688,185,544,371,951,418,929,513,719,766,480,346,753,174,131,538,992,626,403
29,715,375,930,844,388,280,814,644,5,662,657,851,826,413,202,427,954,61,699
274,133,34,606,0,725,0,426,336,719,411,251,629,93,373,543,611,3,629,446
337,765,679,849,137,474,456,944,675,504,974,962,361,104,918,408,854,340,551,489
154,885,727,103,129,313,599,414,398,207,430,948,627,786,726,11,683,924,915,486
122,758,192,789,123,122,379,948,826,108,405,496,11,57,31,492,206,797,940,360
102,747,479,86,494,235,163,115,269,720,117,821,595,183,853,436,35,172,632,87
378,502,458,88,222,159,911,861,730,637,669,342,47,317,373,291,404,776,200,316
243,738,364,413,388,511,778,380,889,404,842,183,536,130,844,629,831,181,61,460
910,955,595,290,776,670,679,551,101,17,872,488,434,361,525,763,0,893,210,94
676,109,793,47,840,135,733,60,475,562,627,201,867,340,834,936,424,702,459,858
208,664,419,259,279,926,398,823,24,408,912,215,178,126,170,85,798,154,600,293
398,348,600,360,529,159,227,100,155,814,558,928,441,722,951,582,113,923,971,985
100,863,762,22,901,386,594,202,847,90,414,964,938,480,365,773,281,527,300,689
331,59,872,272,582,361,520,571,127,683,77,155,669,228,908,566,780,199,837,686
934,514,255,264,927,824,441,703,420,844,667,673,496,12,974,134,59,350,192,446
478,628,836,399,161,146,250,237,449,330,321,697,494,196,901,490,881,85,462,82
406,445,871,203,942,430,641,104,477,349,878,49,442,478,562,208,471,918,7,379
496,260,425,487,764,422,891,9,421,78,73,624,671,190,760,689,315,940,288,459
699,680,318,908,857,87,216,550,183,981,720,657,794,581,102,745,766,193,710,503
885,29,120,88,469,299,306,20,944,439,509,76,105,680,933,250,917,233,544,297
381,663,150,201,558,337,757,451,504,813,357,330,955,819,445,18,342,312,240,945
5,571,934,158,664,123,672,47,971,584,348,748,758,403,782,146,363,899,157,94
285,228,161,174,369,895,642,829,612,996,745,726,357,372,29,383,56,7,736,138
551,910,479,203,819,783,899,218,145,516,433,494,558,685,526,859,186,301,556,629
700,647,718,923,645,653,573,660,719,808,990,337,989,12,59,195,436,824,405,750
220,469,500,257,248,185,545,663,676,476,57,244,738,898,863,136,721,167,922,958
976,451,264,347,858,109,279,787,162,23,513,133,980,878,409,276,196,45,902,278
48,345,275,510,372,892,569,551,983,399,761,965,315,300,918,798,569,830,226,880
604,10,471,265,505,484,463,975,409,465,925,343,991,59,224,405,301,361,440,186
598,876,444,939,614,232,122,16,175,636,401,720,70,977,774,305,882,166,666,750
845,996,697,862,420,266,55,162,859,848,884,492,675,587,569,865,401,710,936,80
633,942,300,594,779,45,851,169,539,563,991,822,460,152,640,769,378,59,697,594
578,77,742,484,779,996,429,875,444,63,858,943,327,172,216,832,88,9,401,253
431,633,348,820,600,630,33,366,830,461,6,102,920,50,40,356,616,179,569,364
335,666,129,676,826,99,99,677,972,810,707,736,594,609,758,796,168,302,137,604
25,857,817,993,971,953,873,591,964,626,484,282,407,148,878,619,491,296,114,852
201,834,442,155,548,977,526,346,725,728,376,642,987,343,986,715,431,943,666,273
879,749,525,119,680,104,931,790,349,837,49,869,624,746,456,59,953,152,287,476
375,302,39,31,327,272,705,493,33,186,661,97,267,796,850,232,26,485,152,325
975,740,918,851,138,428,534,427,609,786,48,693,642,327,489,330,346,735,578,266
718,997,692,952,492,34,300,554,233,88,326,474,275,152,91,735,960,536,265,56
682,371,506,606,985,391,100,519,173,314,388,200,139,503,129,53,565,205,422,513
525,375,394,201,87,991,306,325,283,581,345,263,90,894,159,134,242,489,761,621
245,159,656,372,582,297,794,391,666,478,472,473,764,51,183,13,957,79,566,574
513,246,829,897,710,49,912,30,230,355,339,358,910,13,782,984,731,778,826,215
146,668,755,936,236,825,474,11,732,537,301,935,336,251,905,265,427,283,826,483
841,560,15,610,161,431,363,383,736,133,600,689,700,883,391,631,500,587,479,509
129,83,785,513,647,305,649,570,492,455,65,594,583,608,668,414,538,102,68,174
597,960,767,419,502,354,206,144,444,213,132,218,712,411,805,8,788,978,932,550
490,4,928,869,220,989,779,574,728,607,118,587,894,194,856,479,146,732,273,36
543,856,720,258,715,465,380,699,614,796,40,13,621,716,172,577,250,232,721,313
151,955,296,857,478,253,851,39,636,579,821,860,476,829,920,673,134,188,844,817
665,494,313,774,526,41,342,565,411,441,395,594,59,684,114,816,786,737,730,830
974,439,889,755,72,807,168,313,880,369,945,317,1,924,768,208,199,883,606,472
462,204,0,812,284,635,33,691,539,142,838,696,381,14,428,373,443,518,298,913
322,64,118,456,531,6,6,708,114,264,837,617,78,81,573,827,748,933,433,807
720,169,165,971,999,673,673,107,918,763,99,82,260,83,159,723,829,484,387,897
750,201,198,187,561,142,653,522,969,450,308,3,364,332,845,559,86,268,673,49
678,633,160,50,32,795,471,756,685,250,273,9,480,341,891,131,746,552,465,207
879,697,634,778,402,154,858,307,523,203,902,368,996,537,685,229,839,309,532,515
74,111,952,278,261,383,149,402,797,336,284,74,327,326,616,870,682,579,526,219
338,10,30,480,337,699,595,68,418,576,573,707,456,539,997,605,365,454,909,910
941,390,253,104,65,658,855,313,838,838,106,93,996,905,144,205,818,732,230,45
212,53,354,879,364,302,586,96,944,915,994,913,22,506,337,702,905,670,29,601
262,415,498,450,523,887,522,512,921,448,55,644,544,321,484,259,656,883,983,745
103,972,710,67,659,717,398,335,289,923,612,78,461,973,62,515,319,958,970,326
653,275,320,817,699,887,622,775,306,107,134,920,608,692,126,823,547,402,905,927
140,62,932,385,577,821,569,398,953,248,921,49,466,817,295,803,598,51,232,711
812,299,150,116,214,863,80,950,40,33,191,404,735,658,369,41,619,159,310,63
809,433,139,767,522,308,742,888,438,664,933,130,153,839,727,312,990,151,805,680
367,642,272,479,662,92,982,578,421,644,759,343,736,967,676,423,980,611,543,36
594,47,675,130,301,672,155,533,818,797,222,181,441,674,400,185,963,240,910,344
274,930,753,729,931,136,316,833,167,630,409,9,354,898,856,719,348,405,646,897
964,824,290,131,714,351,594,330,353,797,393,759,728,864,902,51,973,636,710,302
963,695,938,288,507,233,494,227,909,664,887,318,789,909,84,445,62,606,739,376
542,235,849,414,958,56,138,712,845,32,477,663,180,542,282,57,663,970,384,970
347,652,57,890,178,443,960,825,658,704,104,298,787,324,23,690,494,486,835,471
123,940,210,243,561,979,350,337,461,125,573,322,333,440,465,145,495,783,449,407
840,33,588,624,346,671,640,851,285,287,238,5,872,394,248,683,373,805,148,599
566,386,121,51,592,33,523,777,645,966,350,361,407,854,255,839,452,993,910,828
43,121,926,103,34,289,399,844,31,519,18,563,775,792,447,596,200,652,224,637
823,788,557,268,717,377,294,673,1,723,200,345,30,612,928,391,942,675,149,917
590,164,983,873,814,578,588,300,591,876,842,537,467,641,938,298,511,243,898,503
704,561,214,996,554,105,855,428,310,125,341,96,572,36,767,81,155,46,608,207
173,26,794,776,766,904,875,631,321,658,336,13,737,726,680,358,266,904,129,331
725,565,374,744,735,432,627,601,540,989,971,496,611,318,912,395,821,722,715,703
177,388,583,650,847,753,948,882,610,523,779,815,582,189,623,451,812,395,216,893
853,207,182,707,459,372,605,401,612,857,469,834,812,861,932,917,873,440,191,25
168,62,861,579,531,739,468,952,223,198,608,641,419,178,61,254,777,385,133,68
641,224,76,43,40,411,527,534,844,237,150,262,255,921,944,54,40,174,496,187
369,168,297,739,689,661,964,775,947,300,103,497,187,289,610,285,455,239,101,661
909,702,867,866,924,13,192,698,804,630,163,209,123,127,429,851,208,773,648,431
699,397,234,148,901,668,894,480,332,116,713,426,774,441,382,622,227,701,754,870
678,589,604,374,748,619,872,618,384,281,289,582,469,397,99,976,204,301,204,498
834,430,766,196,202,687,587,168,125,911,612,401,188,231,95,167,189,760,399,246
632,655,504,331,454,305,838,947,469,630,662,189,213,291,571,410,436,686,709,633
664,809,598,363,280,361,40,666,589,99,37,196,718,537,353,805,426,489,858,192
